id,chainId,name,address,lat,lng,tags,updatedAt
store-syabuyo-osm-node-309585724,chain-syabuyo,しゃぶ葉,"しゃぶ葉, さいたま春日部線, 南平野二丁目, 岩槻区, さいたま市, 埼玉県, 339-0005, 日本",35.9564072,139.7141539,,2025-08-31T05:42:47.487Z
store-syabuyo-osm-node-1007140979,chain-syabuyo,しゃぶ葉 海老名店,243-0433 神奈川県 海老名市 2丁目 10 14,35.4469032,139.3776853,,2025-08-31T05:42:47.490Z
store-syabuyo-osm-node-1286756153,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 3, あざみ野南一丁目, あざみ野南, 青葉区, 横浜市, 神奈川県, 225-0012, 日本",35.5624196,139.5532704,,2025-08-31T05:42:48.995Z
store-syabuyo-osm-node-1668352895,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 森屋狭山線, 池尻, 大阪狭山市, 大阪府, 589-8799, 日本",34.4980434,135.5475695,,2025-08-31T05:42:50.414Z
store-syabuyo-osm-node-1685980891,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 目白通り, 豊玉北, 練馬区, 東京都, 176-0011, 日本",35.7332944,139.6677384,,2025-08-31T05:42:51.866Z
store-syabuyo-osm-node-1749066848,chain-syabuyo,しゃぶ葉 名古屋小碓通店,454-0856 愛知県名古屋市中川区小碓通３丁目２８,35.1213814,136.8689749,,2025-08-31T05:42:51.866Z
store-syabuyo-osm-node-1757686420,chain-syabuyo,しゃぶ葉 三鷹牟礼店,"しゃぶ葉, 下本宿通り, 牟礼七丁目, 三鷹市, 東京都, 181-8612, 日本",35.6819388,139.5755135,,2025-08-31T05:42:53.291Z
store-syabuyo-osm-node-1793142582,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 県道221号那覇内環状線, 赤嶺, 那覇市, 沖縄県, 900-8585, 日本",26.1950913,127.6650371,,2025-08-31T05:42:54.689Z
store-syabuyo-osm-node-1798836993,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 笹目通り, 高松, 練馬区, 東京都, 179-0076, 日本",35.7584758,139.6208665,,2025-08-31T05:42:56.157Z
store-syabuyo-osm-node-1928918791,chain-syabuyo,しゃぶ葉,"しゃぶ葉, ならやま大通り, 神功三丁目, 奈良市, 奈良県, 631-0804, 日本",34.7161945,135.7794477,,2025-08-31T05:42:57.593Z
store-syabuyo-osm-node-1942598904,chain-syabuyo,しゃぶ葉 会津若松店,"しゃぶ葉, 小田橋通り, 宝町, 会津若松市, 福島県, 965-0817, 日本",37.486892,139.940672,,2025-08-31T05:42:59.133Z
store-syabuyo-osm-node-1960252402,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 利根水郷ライン, 北三丁目, 香取市, 千葉県, 287-0001, 日本",35.8954281,140.5013497,,2025-08-31T05:43:00.546Z
store-syabuyo-osm-node-1973405697,chain-syabuyo,しゃぶ葉 希望ヶ丘店,"しゃぶ葉, 厚木街道, 東希望が丘, 旭区, 横浜市, 神奈川県, 241-0826, 日本",35.4613427,139.5154403,,2025-08-31T05:43:01.978Z
store-syabuyo-osm-node-2144956316,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 市役所通り, 栄町二丁目, 栄町, 羽村市, 東京都, 205-0003, 日本",35.7707637,139.3093698,,2025-08-31T05:43:03.388Z
store-syabuyo-osm-node-2186099739,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 希望通り, 八千代台東二丁目, 八千代市, 千葉県, 276-0032, 日本",35.692337,140.094343,,2025-08-31T05:43:04.862Z
store-syabuyo-osm-node-2358052829,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 北大通り, 末広二丁目, 熊谷市, 埼玉県, 360-0031, 日本",36.1418583,139.3965422,,2025-08-31T05:43:06.507Z
store-syabuyo-osm-node-2815259555,chain-syabuyo,しゃぶ葉 清水春日,"しゃぶ葉, 南幹線, 浜田町, 清水区, 静岡市, 静岡県, 424-8701, 日本",35.0114423,138.4729306,,2025-08-31T05:43:07.928Z
store-syabuyo-osm-node-2820155518,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 相模原愛川線, 田名, 中央区, 相模原市, 神奈川県, 252-0244, 日本",35.5507228,139.3360002,,2025-08-31T05:43:09.333Z
store-syabuyo-osm-node-2947345452,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 東名高速道路, 平五丁目, 平, 宮前区, 川崎市, 神奈川県, 216-0022, 日本",35.6000826,139.5786678,,2025-08-31T05:43:10.806Z
store-syabuyo-osm-node-3075282862,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 国道53号, 伊島北町, 北区, 岡山市, 岡山県, 700-0085, 日本",34.6812313,133.9085717,,2025-08-31T05:43:12.238Z
store-syabuyo-osm-node-3174724267,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 夏見小室線, 夏見台五丁目, 船橋市, 千葉県, 273-0042, 日本",35.7228988,139.9914406,,2025-08-31T05:43:13.667Z
store-syabuyo-osm-node-3188074609,chain-syabuyo,しゃぶ葉 大和中央店,242-0021 神奈川県 大和市 1 4 14,35.4671988,139.4609109,,2025-08-31T05:43:13.667Z
store-syabuyo-osm-node-3201134703,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 新青梅街道, 下石神井, 練馬区, 東京都, 177-0042, 日本",35.7293187,139.6033971,,2025-08-31T05:43:15.410Z
store-syabuyo-osm-node-3467389193,chain-syabuyo,しゃぶ葉 伊奈店,362-0805 埼玉県 北足立郡 伊奈町 3丁目 80番,35.978108,139.6398133,,2025-08-31T05:43:15.410Z
store-syabuyo-osm-node-3780663854,chain-syabuyo,しゃぶ葉 東戸塚店,"しゃぶ葉, 横浜新道, 川上町, 戸塚区, 横浜市, 神奈川県, 244-0805, 日本",35.4290282,139.549162,,2025-08-31T05:43:17.319Z
store-syabuyo-osm-node-4008131494,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 県道豊橋幸田線, 菰口町三丁目, 豊橋市, 愛知県, 441-8016, 日本",34.7672207,137.3708202,,2025-08-31T05:43:18.785Z
store-syabuyo-osm-node-4171281793,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 行幸道路, 相模大野三丁目, 南区, 相模原市, 神奈川県, 252-0370, 日本",35.5346415,139.4367951,,2025-08-31T05:43:20.276Z
store-syabuyo-osm-node-4185071791,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 大学通り, 富士見台一丁目, 国立市, 東京都, 186-0003, 日本",35.68599,139.447443,,2025-08-31T05:43:21.761Z
store-syabuyo-osm-node-4199991797,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 松戸鎌ヶ谷線, 六高台1丁目, 松戸市, 千葉県, 270-2203, 日本",35.7966477,139.9764487,,2025-08-31T05:43:23.193Z
store-syabuyo-osm-node-4356710558,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 国道134号, 南湖六丁目, 茅ヶ崎市, 神奈川県, 235-0061, 日本",35.3183129,139.3985675,,2025-08-31T05:43:24.623Z
store-syabuyo-osm-node-4698260192,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 国道354号, 東二丁目, つくば市, 茨城県, 305-0046, 日本",36.0503222,140.1349488,,2025-08-31T05:43:26.064Z
store-syabuyo-osm-node-4962917222,chain-syabuyo,しゃぶ葉 加須店,"しゃぶ葉, 国道125号 加須羽生バイパス, 三俣二丁目, 加須市, 埼玉県, 347-0067, 日本",36.1333157,139.6024692,,2025-08-31T05:43:27.490Z
store-syabuyo-osm-node-5030100837,chain-syabuyo,しゃぶ葉 酒田北店,"しゃぶ葉, 吹浦酒田線, ゆたか二丁目, 酒田市, 山形県, 998-0006, 日本",38.9379156,139.8476954,,2025-08-31T05:43:29.235Z
store-syabuyo-osm-node-5083123507,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 国道246号, 新町, 秦野市, 神奈川県, 257-0055, 日本",35.375286,139.2045143,,2025-08-31T05:43:30.766Z
store-syabuyo-osm-node-5083531639,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 国道246号, 田中, 伊勢原市, 神奈川県, 259-1142, 日本",35.4043616,139.3134911,,2025-08-31T05:43:32.204Z
store-syabuyo-osm-node-5107561195,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 調布駅前広場, 布田四丁目, 調布市, 東京都, 182-0026, 日本",35.6499059,139.5435252,,2025-08-31T05:43:33.613Z
store-syabuyo-osm-node-5120976825,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 1, 杜せきのした五丁目, 名取市, 宮城県, 981-1294, 日本",38.1636863,140.8938871,,2025-08-31T05:43:34.999Z
store-syabuyo-osm-node-5225704471,chain-syabuyo,しゃぶ葉 北九州平野店,"しゃぶ葉, 国際通り, 平野一丁目, 八幡東区, 北九州市, 福岡県, 805-0071, 日本",33.8613026,130.7910049,,2025-08-31T05:43:36.430Z
store-syabuyo-osm-node-5484916465,chain-syabuyo,しゃぶ葉 入間インター店,"しゃぶ葉, 東京環状, 大字扇町屋, 入間市, 埼玉県, 358-0026, 日本",35.8123101,139.3769941,,2025-08-31T05:43:37.854Z
store-syabuyo-osm-node-5493919940,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 調布経堂停車場線, 仙川町一丁目, 調布市, 東京都, 182-0003, 日本",35.6592107,139.5876755,,2025-08-31T05:43:39.262Z
store-syabuyo-osm-node-5516414573,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 山手幹線, 欽明台中央, 京田辺市, 京都府, 610-0355, 日本",34.8327347,135.721417,,2025-08-31T05:43:40.706Z
store-syabuyo-osm-node-5662567251,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 坂戸バイパス, 脚折町四丁目, 鶴ヶ島市, 埼玉県, 350-2213, 日本",35.9381584,139.3921571,,2025-08-31T05:43:42.134Z
store-syabuyo-osm-node-5893742786,chain-syabuyo,しゃぶ葉 札幌新琴似店,001-0907 北海道 札幌市 北区 12丁目 1 30,43.1201591,141.3172274,,2025-08-31T05:43:42.134Z
store-syabuyo-osm-node-5963508419,chain-syabuyo,しゃぶ葉 香里園店,"しゃぶ葉, 旧国道170号, 松屋町, 寝屋川市, 大阪府, 572-0086, 日本",34.7848893,135.6254047,,2025-08-31T05:43:43.877Z
store-syabuyo-osm-node-5981088388,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 藤沢街道, 渋谷七丁目, 下和田, 大和市, 神奈川県, 242-0015, 日本",35.4300676,139.4683248,,2025-08-31T05:43:45.268Z
store-syabuyo-osm-node-6060092290,chain-syabuyo,しゃぶ葉 伊丹大鹿店,"しゃぶ葉, 山本伊丹線, 大鹿七丁目, 伊丹市, 兵庫県, 664-0897, 日本",34.7887376,135.4067997,,2025-08-31T05:43:46.948Z
store-syabuyo-osm-node-6095283298,chain-syabuyo,しゃぶ葉 八尾老原店,"しゃぶ葉, 国道25号, 志紀町三丁目, 八尾市, 大阪府, 581-0082, 日本",34.6093352,135.6049255,,2025-08-31T05:43:48.356Z
store-syabuyo-osm-node-6254948792,chain-syabuyo,しゃぶ葉,鹿児島県 鹿児島市,31.5507028,130.5439547,,2025-08-31T05:43:48.356Z
store-syabuyo-osm-node-6345697394,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 東大門安行西立野線, 東川口四丁目, 緑区, さいたま市, 埼玉県, 333-0801, 日本",35.8844894,139.7403799,,2025-08-31T05:43:49.812Z
store-syabuyo-osm-node-6446210130,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 新大宮バイパス, 三橋六丁目, 西区, さいたま市, 埼玉県, 331-0052, 日本",35.9221443,139.5924711,,2025-08-31T05:43:51.246Z
store-syabuyo-osm-node-6447030555,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 笹出線, 新和一丁目, 中央区, 新潟市, 新潟県, 950-0972, 日本",37.9048854,139.0482435,,2025-08-31T05:43:52.686Z
store-syabuyo-osm-node-6762185718,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 与野中央通り, 大戸六丁目, 中央区, さいたま市, 埼玉県, 338-0012, 日本",35.8688985,139.6331057,,2025-08-31T05:43:54.421Z
store-syabuyo-osm-node-6796328132,chain-syabuyo,しゃぶ葉,224-0035,35.5403272,139.5969829,,2025-08-31T05:43:54.421Z
store-syabuyo-osm-node-6942927068,chain-syabuyo,しゃぶ葉 豊田喜多店,"しゃぶ葉, 国道153号, 久保町, 豊田市, 愛知県, 471-0022, 日本",35.0866363,137.1623708,,2025-08-31T05:43:55.861Z
store-syabuyo-osm-node-7207276933,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 厚木なかちょう大通り, 一丁目, 中町, 厚木市, 神奈川県, 243-0013, 日本",35.4405904,139.3662759,,2025-08-31T05:43:57.307Z
store-syabuyo-osm-node-7396292320,chain-syabuyo,しゃぶ葉,675-0101 兵庫県 加古川市 596-2,34.7472393,134.8623889,,2025-08-31T05:43:57.307Z
store-syabuyo-osm-node-7559921933,chain-syabuyo,しゃぶ葉,"しゃぶ葉, ポレポレ通り, 溝口一丁目, 溝口, 高津区, 川崎市, 神奈川県, 213-0001, 日本",35.6000495,139.6124674,,2025-08-31T05:43:58.731Z
store-syabuyo-osm-node-7617455883,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 沼津インター線, 岡一色, 沼津市, 静岡県, 410-0011, 日本",35.1339888,138.8728447,,2025-08-31T05:44:00.162Z
store-syabuyo-osm-node-7884164711,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 日光街道, 上戸祭二丁目, 宇都宮市, 栃木県, 320-0074, 日本",36.5849759,139.8668191,,2025-08-31T05:44:01.596Z
store-syabuyo-osm-node-8090201790,chain-syabuyo,しゃぶ葉,"しゃぶ葉, Koen-dori, 公津の杜三丁目, 成田市, 千葉県, 285-0901, 日本",35.7576803,140.2983466,,2025-08-31T05:44:02.994Z
store-syabuyo-osm-node-8380610213,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 町田街道, 木曽西四丁目, 町田市, 東京都, 194-0037, 日本",35.5717908,139.4210073,,2025-08-31T05:44:04.917Z
store-syabuyo-osm-node-8492123714,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 産業道路, 西青木一丁目, 川口市, 埼玉県, 332-0034, 日本",35.8158887,139.7109527,,2025-08-31T05:44:06.309Z
store-syabuyo-osm-node-8868404455,chain-syabuyo,しゃぶ葉 上白根店,"しゃぶ葉, 中原街道, 上白根町, 旭区, 横浜市, 神奈川県, 241-0002, 日本",35.4981615,139.5378135,,2025-08-31T05:44:07.732Z
store-syabuyo-osm-node-9213868674,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 武蔵小山商店街PALM, 荏原三丁目, 荏原, 品川区, 東京都, 142-0063, 日本",35.6172455,139.7071342,,2025-08-31T05:44:09.578Z
store-syabuyo-osm-node-9378500602,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 富士富士宮由比線, 大宮町, 富士宮市, 静岡県, 418-0077, 日本",35.2234524,138.6247855,,2025-08-31T05:44:11.010Z
store-syabuyo-osm-node-9524507481,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 中山道, 本庄四丁目, 本庄市, 埼玉県, 367-8501, 日本",36.2464995,139.1913296,,2025-08-31T05:44:12.444Z
store-syabuyo-osm-node-10043776289,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 成田市ウィング土屋２４, 空港通り, 土屋, 成田市, 千葉県, 286-0029, 日本",35.7960712,140.317261,,2025-08-31T05:44:13.888Z
store-syabuyo-osm-node-10197312681,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 新座中央通り, 東北二丁目, 新座市, 埼玉県, 352-0001, 日本",35.8211992,139.5733914,,2025-08-31T05:44:15.312Z
store-syabuyo-osm-node-10584338100,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 今治丹原線, 矢田, 今治市, 愛媛県, 794-0068, 日本",34.0445512,132.962682,,2025-08-31T05:44:16.739Z
store-syabuyo-osm-node-10799430305,chain-syabuyo,しゃぶ葉,"しゃぶ葉, JR秋葉原駅;1階;昭和通り改札, 神田花岡町, 千代田区, 東京都, 102-0000, 日本",35.6983045,139.7746938,,2025-08-31T05:44:18.164Z
store-syabuyo-osm-node-10877296218,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 袋町通, 錦三丁目, 中区, 名古屋市, 愛知県, 460-0003, 日本",35.172138,136.9075169,,2025-08-31T05:44:19.613Z
store-syabuyo-osm-node-10913608023,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 東京環状, 柏七丁目, 柏市, 千葉県, 277-8505, 日本",35.8655596,139.9792367,,2025-08-31T05:44:21.013Z
store-syabuyo-osm-node-10981866197,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 清砂大橋通り, 西葛西七丁目, 西葛西, 江戸川区, 東京都, 134-0087, 日本",35.6649558,139.8586885,,2025-08-31T05:44:22.590Z
store-syabuyo-osm-node-11083040905,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 鰻谷北通, 心斎橋筋一丁目, 中央区, 大阪市, 大阪府, 542-0081, 日本",34.6747987,135.5016151,,2025-08-31T05:44:24.252Z
store-syabuyo-osm-node-11195878238,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 国道8号, 新保北一丁目, 福井市, 福井県, 910-0836, 日本",36.091844,136.2503751,,2025-08-31T05:44:25.756Z
store-syabuyo-osm-node-11226190695,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 高坂彫刻プロムナード, 元宿二丁目, 東松山市, 埼玉県, 355-0063, 日本",36.0021873,139.3946273,,2025-08-31T05:44:27.394Z
store-syabuyo-osm-node-11279708793,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 西口五番街, 南幸, 西区, 横浜市, 神奈川県, 231-0017, 日本",35.4646369,139.6194403,,2025-08-31T05:44:29.197Z
store-syabuyo-osm-node-11449569158,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 東京環状, 橋本, 緑区, 相模原市, 神奈川県, 252-0143, 日本",35.6037782,139.3416058,,2025-08-31T05:44:30.676Z
store-syabuyo-osm-node-11659044227,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 熱海箱根峠線, 福道町, 熱海市, 静岡県, 413-0034, 日本",35.0988049,139.0685689,,2025-08-31T05:44:32.313Z
store-syabuyo-osm-node-11760235880,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 旧川越街道, 野火止八丁目, 新座市, 埼玉県, 325-0011, 日本",35.8004092,139.5656325,,2025-08-31T05:44:33.746Z
store-syabuyo-osm-node-11951237187,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 八戸バイパス, 城下四丁目, 八戸市, 青森県, 031-0072, 日本",40.526413,141.4986353,,2025-08-31T05:44:35.177Z
store-syabuyo-osm-node-12022430687,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 小倉中央商店街, 商店街, 小倉北区, 北九州市, 福岡県, 802-0002, 日本",33.8864057,130.8811747,,2025-08-31T05:44:36.595Z
store-syabuyo-osm-node-12090475081,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 16, 北本通り, 王子一丁目, 王子, 北区, 東京都, 114-8503, 日本",35.7553399,139.7369463,,2025-08-31T05:44:38.023Z
store-syabuyo-osm-node-12305485020,chain-syabuyo,しゃぶ葉,"しゃぶ葉, JR Transfer, 高田馬場一丁目, 高田馬場, 新宿区, 東京都, 160-8484, 日本",35.7112034,139.7039548,,2025-08-31T05:44:39.423Z
store-syabuyo-osm-node-12378988158,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 白山通り, 巣鴨一丁目, 巣鴨, 豊島区, 東京都, 170-0002, 日本",35.734004,139.7394078,,2025-08-31T05:44:40.847Z
store-syabuyo-osm-node-12458444876,chain-syabuyo,しゃぶ葉 トレッサ横浜店,"しゃぶ葉, 環状2号線, 樽町四丁目, 港北区, 横浜市, 神奈川県, 231-0017, 日本",35.524058,139.6468118,,2025-08-31T05:44:42.286Z
store-syabuyo-osm-node-12570593382,chain-syabuyo,しゃぶ葉 岡山十日市店,"しゃぶ葉, 国道30号, 岡南町二丁目, 北区, 岡山市, 岡山県, 700-0866, 日本",34.6429288,133.9247342,,2025-08-31T05:44:43.809Z
store-syabuyo-osm-node-12582310155,chain-syabuyo,しゃぶ葉 奈良柏木店,"しゃぶ葉, 奈良バイパス, 大安寺町, 奈良市, 奈良県, 630-8131, 日本",34.6713637,135.7997777,,2025-08-31T05:44:45.242Z
store-syabuyo-osm-node-12771499968,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 宇都宮茂木線, 芳賀工業団地, 宇都宮市, 芳賀郡, 栃木県, 321-3222, 日本",36.5678959,139.9958372,,2025-08-31T05:44:46.639Z
store-syabuyo-osm-node-12813793011,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 奥州街道, 駅前通り一丁目, 宇都宮市, 栃木県, 321-0965, 日本",36.5601273,139.89674,,2025-08-31T05:44:48.080Z
store-syabuyo-osm-node-12947739492,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 岡谷下諏訪線, 西豊, 下諏訪町, 諏訪郡, 長野県, 393-0045, 日本",36.0678682,138.0887158,,2025-08-31T05:44:49.518Z
store-syabuyo-osm-node-12960501841,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 堺かつらぎ線, 上野芝町一丁, 西区, 堺市, 大阪府, 540-8570, 日本",34.5504342,135.4820992,,2025-08-31T05:44:51.051Z
store-syabuyo-osm-node-12968623083,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 国道467号, 南藤沢, 藤沢市, 神奈川県, 251-0055, 日本",35.3369812,139.4899091,,2025-08-31T05:44:52.464Z
store-syabuyo-osm-node-13001418834,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 国道407号, 飯田町, 太田市, 群馬県, 373-0817, 日本",36.2774908,139.3775029,,2025-08-31T05:44:53.918Z
store-syabuyo-osm-node-13091922473,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 東毛広域幹線道路, 松原三丁目, 館林市, 群馬県, 347-0011, 日本",36.2342364,139.5408978,,2025-08-31T05:44:55.559Z
store-syabuyo-osm-node-13101028083,chain-syabuyo,しゃぶ葉 熊本合志店,"しゃぶ葉, 飛田バイパス, 須屋, 合志市, 熊本県, 861-1102, 日本",32.8633563,130.7329768,,2025-08-31T05:44:56.997Z
store-syabuyo-osm-way-26796531,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 南大通り, 上野町, 八王子市, 東京都, 192-0902, 日本",35.6551141,139.3280343,,2025-08-31T05:44:58.456Z
store-syabuyo-osm-way-155089293,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 御前田橋, 長津田みなみ台一丁目, 緑区, 横浜市, 神奈川県, 226-0018, 日本",35.524988,139.4985636,,2025-08-31T05:44:59.959Z
store-syabuyo-osm-way-184955044,chain-syabuyo,しゃぶ葉 尼崎次屋店,"しゃぶ葉, 大阪伊丹線, 次屋四丁目, 尼崎市, 兵庫県, 661-0965, 日本",34.73735,135.4415279,,2025-08-31T05:45:01.375Z
store-syabuyo-osm-way-187046127,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 行政道路, 緑町3, 所沢市, 埼玉県, 359-1142, 日本",35.7967144,139.4542288,,2025-08-31T05:45:02.807Z
store-syabuyo-osm-way-189159481,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 諏訪松中通り, 武蔵野二丁目, 武蔵野, 昭島市, 東京都, 196-0021, 日本",35.7225916,139.3734238,,2025-08-31T05:45:04.262Z
store-syabuyo-osm-way-193614493,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 北野通, 平岡3条4丁目, 清田区, 札幌市, 石狩振興局, 北海道, 004-0873, 日本",42.9949275,141.4551685,,2025-08-31T05:45:05.664Z
store-syabuyo-osm-way-219082651,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 国道406号, 大字東和田, 長野市, 長野県, 381-0038, 日本",36.6540367,138.2224465,,2025-08-31T05:45:07.125Z
store-syabuyo-osm-way-340909657,chain-syabuyo,しゃぶ葉 新横浜店,"しゃぶ葉, 横浜上麻生道路, 鳥山町, 港北区, 横浜市, 神奈川県, 231-0017, 日本",35.5035006,139.6062335,,2025-08-31T05:45:08.565Z
store-syabuyo-osm-way-345701004,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 出戸橋通り, 東大宮一丁目, 見沼区, さいたま市, 埼玉県, 331-0803, 日本",35.9446645,139.6432448,,2025-08-31T05:45:10.001Z
store-syabuyo-osm-way-370676245,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 多摩ニュータウン通り, 愛宕四丁目, 多摩市, 東京都, 206-0041, 日本",35.6312163,139.4328822,,2025-08-31T05:45:11.467Z
store-syabuyo-osm-way-375528130,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 国道163号, 速見町, 門真市, 大阪府, 571-0042, 日本",34.7338848,135.5930664,,2025-08-31T05:45:12.905Z
store-syabuyo-osm-way-377697153,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 東京街道, 雀の宮二丁目, 宇都宮市, 栃木県, 321-0153, 日本",36.5013638,139.8747797,,2025-08-31T05:45:14.324Z
store-syabuyo-osm-way-383491336,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 水門橋, 金倉町, 丸亀市, 香川県, 763-0053, 日本",34.2743803,133.7693782,,2025-08-31T05:45:15.946Z
store-syabuyo-osm-way-404432313,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 県道桜井岡崎線, 法性寺町, 岡崎市, 愛知県, 444-0204, 日本",34.933981,137.1450157,,2025-08-31T05:45:17.410Z
store-syabuyo-osm-way-424885945,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 北大通り, 本町五丁目, 小金井市, 東京都, 184-0004, 日本",35.7056403,139.5010264,,2025-08-31T05:45:18.904Z
store-syabuyo-osm-way-447978698,chain-syabuyo,しゃぶ葉 木更津南店,"しゃぶ葉, 木更津袖ヶ浦線, 請西一丁目, 木更津市, 千葉県, 292-0804, 日本",35.3738371,139.9344865,,2025-08-31T05:45:20.345Z
store-syabuyo-osm-way-457407375,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 陸前浜街道, 金沢町一丁目, 日立市, 茨城県, 316-0002, 日本",36.5399152,140.6217262,,2025-08-31T05:45:21.775Z
store-syabuyo-osm-way-465634510,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 彦根港彦根停車場線, 尾末町, 彦根, 彦根市, 滋賀県, 522-8501, 日本",35.2782524,136.2584341,,2025-08-31T05:45:23.205Z
store-syabuyo-osm-way-520517939,chain-syabuyo,しゃぶ葉,326-0823 栃木県 足利市 2 10-5,36.3184443,139.4467743,,2025-08-31T05:45:23.205Z
store-syabuyo-osm-way-537911684,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 国道4号, 松山町, 福島市, 福島県, 960-0111, 日本",37.7789569,140.4859397,,2025-08-31T05:45:24.653Z
store-syabuyo-osm-way-539225209,chain-syabuyo,しゃぶ葉,"しゃぶ葉, せせらぎの道, 佐井寺南が丘, 吹田市, 大阪府, 565-0841, 日本",34.7801767,135.5177877,,2025-08-31T05:45:26.072Z
store-syabuyo-osm-way-590416785,chain-syabuyo,しゃぶ葉,"しゃぶ葉, おゆみの道, おゆみ野中央一丁目, 緑区, 千葉市, 千葉県, 260-8685, 日本",35.5537123,140.1596933,,2025-08-31T05:45:27.610Z
store-syabuyo-osm-way-606201421,chain-syabuyo,しゃぶ葉 倉敷八王寺店,710-0816 岡山県倉敷市八王寺町103-1,34.603522,133.7517187,,2025-08-31T05:45:27.610Z
store-syabuyo-osm-way-658669044,chain-syabuyo,しゃぶ葉,"しゃぶ葉, 国道18号, 中央東, 上田市, 長野県, 386-0005, 日本",36.4031965,138.2621596,,2025-08-31T05:45:29.052Z
